,Oid,Id,sentence,Flag,labels
252,252,63320_201607_252,"Parents needing Outside School Hours Care can face long waiting lists, and may even find that services simply don’t exist in their area.",1,1
253,253,63320_201607_253,Long waiting lists also drive up early education and care costs – locking low and middle income families out of high demand areas.,1,1
254,254,63320_201607_254,"They also lock vulnerable and disadvantaged children out of vital early learning, when they have the most to gain.",1,1
255,255,63320_201607_255,"To help tackle waiting lists, Labor will: Invest $100 million over three years from 2017-18 so services in areas of very high demand can expand – creating more places where families need them.",0,7
256,256,63320_201607_256,"We will target areas of high or rapidly growing demand, with waiting lists in the local area, and priority will be given to community and not-for-profit services which would otherwise not be able to expand.",0,3
257,257,63320_201607_257,"Commit $63.2 million over three years from 2017-18 to establish or expand up to 1,200 Outside School Hours Care services. Grants of up to $50,000 will be made available.",0,7
258,258,63320_201607_258,"Services must be in areas of high demand, have waiting lists or be in areas where Outside School Hours Care is currently not available.",0,6
259,259,63320_201607_259,Families who rely on child care need a better deal now – and that's what Labor will deliver.,0,3
260,260,63320_201607_260,"The Liberals have done nothing for 1,000 days in government other than make early education and care more expensive for families – and they have no plans at all to deal with waiting lists or expand Outside School Hours Care.",1,1
261,261,63320_201607_261,"As well as tackling waiting lists, Labor will boost the Child Care Benefit by 15 per cent and increase the Child Care Rebate cap from $7,500 to $10,000 per child per year from 1 January 2017.",0,7
262,262,63320_201607_262,Labor’s plan for better early education and care is essential to a growing economy.,0,1
263,263,63320_201607_263,"It’s central to Labor’s plan for fairer growth, real jobs and greater opportunities.",0,3
264,264,63320_201607_264,POSITIVE POLICY,1,1
265,265,63320_201607_265,"Real Skills, Good Jobs",1,1
266,266,63320_201607_266,Labor won’t let Australians fall behind because there is a gap between the skills they have and the ones employers are looking for.,0,2
267,267,63320_201607_267,"We will help more unemployed young people into apprenticeships by creating 10,000 new Apprentice Ready places and see retrenched workers gain formal recognition of their skills through 5,000 accelerated apprenticeships so they can find their next job.",0,5
268,268,63320_201607_268,We are backing apprenticeships because we believe every Australian should have the chance to gain real skills and a good job.,0,2
269,269,63320_201607_269,"Together, the creation of these 15,000 places represents a $62.5 million investment in jobs and training for Australians who are struggling to get into work.",0,5
270,270,63320_201607_270,POSITIVE POLICY,1,1
271,271,63320_201607_271,Safe Schools: Supporting LGBTI Students,1,1
272,272,63320_201607_272,Every Australian student deserves to be treated with respect and dignity at school – so they can learn free from bullying and discrimination.,0,2
273,273,63320_201607_273,"Unfortunately, school is still a very difficult place for far too many LGBTI Australians: Eighty per cent of LGBTI students face verbal abuse and bullying at school.",1,1
274,274,63320_201607_274,Only one in five LGBTI students attend a school where they feel supported.,1,1
275,275,63320_201607_275,"LGBTI young Australians are six times more likely to die from suicide, with bullying and exclusion major factors in suicide attempts.",1,1
276,276,63320_201607_276,Labor funded the national rollout of the Safe Schools program in 2013 to address the serious issues of bullying and poor mental health among young LGBTI Australians.,0,1
277,277,63320_201607_277,"Every time bullying occurs in our schools, it distracts students from their learning and saps them of their potential.",1,1
278,278,63320_201607_278,"Already, 545 schools with over 400,000 students have chosen to take part in the program HYPERLINK ""http://www.100positivepolicies.org.au/safe_schools_supporting_lgbti_students"" \l ""_ftn4"" [4].",1,1
279,279,63320_201607_279,"Safe Schools is supported by Beyond Blue, The Black Dog Institute and headspace.",1,1
280,280,63320_201607_280,"Despite the Liberals’ initial support for Safe Schools, Malcolm Turnbull has caved in to the extreme elements of his backbench and cut funding for the program from 2017.",1,1
281,281,63320_201607_281,"This coincides with his unnecessary, damaging and divisive plebiscite on marriage equality – which will only make life harder for young Australians coming to terms with their sexuality.",1,1
282,282,63320_201607_282,Labor will invest $6 million over three years from 2017-18 to continue the Safe Schools program and support the Foundation for Young Australians to keep working with school communities to reduce bullying and discrimination.,0,7
