,oid,Id,sentence,Flag,context,party,year,incumbent,labels
139,139,63620_198010_139,We will do more by extending counselling services and introducing a new allowance providing much greater encouragement to the young unemployed to take advantage of new and expanded training opportunities.,0,"These programmes will benefit this year more than 236000 Australians. And last year, the number of apprentices in training was an all-time record of 136000.",Liberal,1980,Liberal,1
140,140,63620_198010_140,LABOR.,1,"And last year, the number of apprentices in training was an all-time record of 136000. We will do more by extending counselling services and introducing a new allowance providing much greater encouragement to the young unemployed to take advantage of new and expanded training opportunities.",Liberal,1980,Liberal,1
141,141,63620_198010_141,I am not going to say much about the Labor Party tonight.,1,We will do more by extending counselling services and introducing a new allowance providing much greater encouragement to the young unemployed to take advantage of new and expanded training opportunities. LABOR.,Liberal,1980,Liberal,1
142,142,63620_198010_142,"Mostly, they speak for themselves.",1,LABOR. I am not going to say much about the Labor Party tonight.,Liberal,1980,Liberal,1
143,143,63620_198010_143,Their essential policy is a massive programme of additional spending.,1,"I am not going to say much about the Labor Party tonight. Mostly, they speak for themselves.",Liberal,1980,Liberal,1
144,144,63620_198010_144,In only six areas they promise to spend an additional $2500 million of taxpayers' money.,1,"Mostly, they speak for themselves. Their essential policy is a massive programme of additional spending.",Liberal,1980,Liberal,1
145,145,63620_198010_145,"These programmes have been costed by Government Departments, and by the Department of Finance.",1,Their essential policy is a massive programme of additional spending. In only six areas they promise to spend an additional $2500 million of taxpayers' money.,Liberal,1980,Liberal,1
146,146,63620_198010_146,The figure of $2500 million is a figure that would have to go into any Labor Budget.,1,"In only six areas they promise to spend an additional $2500 million of taxpayers' money. These programmes have been costed by Government Departments, and by the Department of Finance.",Liberal,1980,Liberal,1
147,147,63620_198010_147,"If this amount were to be paid out of taxes, it would represent an average of over $8 a week - more than $400 a year - for every Australian taxpayer.",1,"These programmes have been costed by Government Departments, and by the Department of Finance. The figure of $2500 million is a figure that would have to go into any Labor Budget.",Liberal,1980,Liberal,1
148,148,63620_198010_148,Are Labor's policies worth that to you?,1,"The figure of $2500 million is a figure that would have to go into any Labor Budget. If this amount were to be paid out of taxes, it would represent an average of over $8 a week - more than $400 a year - for every Australian taxpayer.",Liberal,1980,Liberal,1
149,149,63620_198010_149,Would you allow any of Labor's three leaders to spend your money in this way?,1,"If this amount were to be paid out of taxes, it would represent an average of over $8 a week - more than $400 a year - for every Australian taxpayer. Are Labor's policies worth that to you?",Liberal,1980,Liberal,1
150,150,63620_198010_150,And they have the nerve to suggest that they could lower taxes.,1,Are Labor's policies worth that to you? Would you allow any of Labor's three leaders to spend your money in this way?,Liberal,1980,Liberal,1
151,151,63620_198010_151,But there are more than 250 other programmes to which the Labor Party is committed and which have not been costed.,1,Would you allow any of Labor's three leaders to spend your money in this way? And they have the nerve to suggest that they could lower taxes.,Liberal,1980,Liberal,1
152,152,63620_198010_152,"Well, I say to Bill Hayden and the Labor Party stand up and be costed.",1,And they have the nerve to suggest that they could lower taxes. But there are more than 250 other programmes to which the Labor Party is committed and which have not been costed.,Liberal,1980,Liberal,1
153,153,63620_198010_153,Stand up and tell us that these promises would be funded through higher taxation or by printing money.,1,"But there are more than 250 other programmes to which the Labor Party is committed and which have not been costed. Well, I say to Bill Hayden and the Labor Party stand up and be costed.",Liberal,1980,Liberal,1
154,154,63620_198010_154,"Stand up and tell us that these measures will fuel inflation, promote unemployment, and kill off economic growth.",1,"Well, I say to Bill Hayden and the Labor Party stand up and be costed. Stand up and tell us that these promises would be funded through higher taxation or by printing money.",Liberal,1980,Liberal,1
155,155,63620_198010_155,Labor in the 80s is merely the Whitlam years recycled.,1,"Stand up and tell us that these promises would be funded through higher taxation or by printing money. Stand up and tell us that these measures will fuel inflation, promote unemployment, and kill off economic growth.",Liberal,1980,Liberal,1
156,156,63620_198010_156,"There is not a word in what Labor say or do, that will encourage investment, promote growth, increase productivity or contain the unions.",1,"Stand up and tell us that these measures will fuel inflation, promote unemployment, and kill off economic growth. Labor in the 80s is merely the Whitlam years recycled.",Liberal,1980,Liberal,1
157,157,63620_198010_157,And they try to kid people that they are raising the standards.,1,"Labor in the 80s is merely the Whitlam years recycled. There is not a word in what Labor say or do, that will encourage investment, promote growth, increase productivity or contain the unions.",Liberal,1980,Liberal,1
158,158,63620_198010_158,The Fraser-Anthony Government is the only option for the 80s.,1,"There is not a word in what Labor say or do, that will encourage investment, promote growth, increase productivity or contain the unions. And they try to kid people that they are raising the standards.",Liberal,1980,Liberal,1
159,159,63620_198010_159,It is only Liberal-National Country Party Government that can provide sustainable economic growth.,1,And they try to kid people that they are raising the standards. The Fraser-Anthony Government is the only option for the 80s.,Liberal,1980,Liberal,1
160,160,63620_198010_160,THIRD CHALLENGE: FAMILIES.,1,The Fraser-Anthony Government is the only option for the 80s. It is only Liberal-National Country Party Government that can provide sustainable economic growth.,Liberal,1980,Liberal,1
161,161,63620_198010_161,Only economic growth enables us to meet our third challenge - the provision of assistance to those in need.,1,It is only Liberal-National Country Party Government that can provide sustainable economic growth. THIRD CHALLENGE: FAMILIES.,Liberal,1980,Liberal,1
